"state","year","pregnancyratelt15","pregnancyrate1517","pregnancyrate1819","pregnancyrate1519","pregnancyratelt20","pregnancyrate2024","pregnancyrate2529","pregnancyrate3034","pregnancyrate3539","pregnancyrate40plus","pregnancieslt15","pregnancies1517","pregnancies1819","pregnancies1519","pregnancieslt20","pregnancies2024","pregnancies2529","pregnancies3034","pregnancies3539","pregnancies40plus","pregnancyratetotal","pregnanciestotal","notes","versiondate"
"NH",2008,1.4,14.3,60.5,33.3,33.5,107.8,147.6,139.2,57.3,12.4,10,400,1180,1580,1590,4390,5330,5020,2590,650,76,19560,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of ME, MA, VT)"," 1 Mar 2021"
"NH",2009,1.6,13.4,52.3,29.6,29.9,105.6,151,135.3,58.3,12.3,10,360,1010,1380,1390,4350,5420,4890,2520,620,75.8,19180,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of ME, MA, VT)"," 1 Mar 2021"
"NH",2010,1.5,11.8,50.6,28.1,28.4,101.9,140.9,136,58.2,12.8,10,310,980,1290,1310,4220,5110,4910,2390,620,74.4,18570,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of ME, MA, VT)"," 1 Mar 2021"
"NH",2011,1.6,11.8,44.1,25.8,26.1,100.3,143.3,135.9,60.5,12.9,10,310,880,1190,1210,4200,5240,4970,2340,620,74.9,18580,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (simple average of ME, MA, VT)"," 1 Mar 2021"
"NH",2012,1.6,12.1,41.3,24.8,25.1,87.7,139.4,131.5,60.3,11.7,10,310,820,1130,1150,3770,5110,4870,2250,550,71.8,17690,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (simple average of ME, MA, VT)"," 1 Mar 2021"
"NH",2013,NA,9.7,38.2,22.2,22.4,80.9,135.3,133,63.4,12.7,NA,240,750,990,1000,3550,5020,4980,2330,570,71.2,17450,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (simple average of ME, MA, VT)"," 1 Mar 2021"
"NH",2014,NA,9.2,34.2,20.2,20.3,78.7,136,135.7,63.1,11.9,NA,230,660,890,900,3530,5160,5140,2320,520,71.7,17550,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (simple average of ME, MA, VT)"," 1 Mar 2021"
"NH",2015,NA,8.4,33.4,19.3,19.5,71.7,136.5,138.5,66.4,13.5,NA,200,630,830,840,3230,5230,5320,2460,560,72.5,17640,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (simple average of ME, MA, VT)"," 1 Mar 2021"
"NH",2016,NA,7.6,30.2,17.5,17.6,67.7,128.5,140.6,66.9,12.5,NA,180,560,740,750,3050,5030,5510,2540,490,71.5,17370,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (simple average of ME, MA, VT)"," 1 Mar 2021"
"NH",2017,NA,6.6,27.9,15.9,15.9,64.9,126.4,135.2,65.3,13.3,NA,160,510,670,670,2890,5100,5410,2540,500,70.2,17110,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (simple average of ME, MA, VT)"," 1 Mar 2021"
"NJ",1988,20.6,70.8,164.2,108.2,111.7,178.8,190.7,134.4,55.9,11,960,11510,17840,29360,30320,54540,63060,46010,17220,3100,116.4,214250,"Abortion estimate for 15-17-year-olds and 18-19-year-olds based on the number of abortions among all women in the state, the proportion of abortions to 15-19-year-olds in the state, and the proportion of abortions to 15-17 year-olds among 15-19 year olds in neighboring states (NY, PA)"," 1 Mar 2021"
"NJ",1992,16.5,61.5,151.8,97.7,101,185.3,185.9,142.2,63.7,12.8,780,8780,14490,23270,24050,48410,59020,51420,21380,3880,114.5,208150,""," 1 Mar 2021"
"NJ",1996,13.4,62,154.3,96.8,99.6,186.6,189.4,151.9,71.6,16.7,690,9490,14280,23780,24470,43900,53670,54110,26210,5460,114.5,207820,""," 1 Mar 2021"
"NJ",2000,10.8,52.4,156.3,90.9,93.2,195.3,188.3,166.2,80.4,19.2,590,8400,14750,23150,23740,46280,50980,54060,29500,6920,116.5,211480,""," 1 Mar 2021"
"NJ",2005,8.2,41.3,124.8,71,72.7,174.5,190.6,175.4,89.5,21.6,500,7550,12590,20140,20640,43130,50570,50760,29870,7930,113.6,202890,""," 1 Mar 2021"
"NJ",2006,6.8,37,126.2,68.7,70.1,173.3,189.8,177.3,91.9,22.1,410,6880,12940,19830,20230,43160,50630,49630,30240,7970,113.7,201860,""," 1 Mar 2021"
"NJ",2007,6.5,33,111.7,61.4,62.7,171,190.7,181.8,93.2,22.6,380,6150,11740,17890,18270,42940,51240,50140,29980,8010,113.8,200590,""," 1 Mar 2021"
"NJ",2008,5.8,34.6,108.6,62.1,63.3,163.6,185,176.7,91.1,22.6,340,6340,11790,18140,18480,41430,50410,48720,28600,7810,111.5,195460,""," 1 Mar 2021"
"NJ",2009,4.5,28.5,96.4,54,54.9,156.2,177.9,175.4,90.4,23.8,260,5170,10520,15690,15950,40270,48820,48800,27680,8000,108.7,189520,""," 1 Mar 2021"
"NJ",2010,5.3,26.7,91.6,51.1,52.2,147.9,167.3,170.2,90.3,23.1,310,4810,9950,14760,15070,38770,46080,47980,26820,7630,105,182350,""," 1 Mar 2021"
"NJ",2011,5.1,25.4,81.3,46.8,47.8,140.8,164.1,170.4,90.7,23.2,300,4520,8960,13490,13780,37260,45180,48490,26080,7610,103.3,178390,""," 1 Mar 2021"
"NJ",2012,4.2,19.3,68.1,38.1,39,131.5,165.3,170,92.7,24.3,240,3380,7490,10870,11110,35310,45120,48600,26260,7820,101.4,174220,""," 1 Mar 2021"
"NJ",2013,4.1,18.2,64.7,36.1,36.9,124.3,161.8,170.6,93.5,22.9,230,3150,7000,10150,10380,33990,43960,48860,26380,7190,99.9,170760,""," 1 Mar 2021"
"NJ",2014,2.9,15.8,57.9,31.9,32.5,118.4,167.1,175.2,97.5,25.3,170,2730,6140,8870,9030,32770,45280,49970,27590,7710,101.4,172360,""," 1 Mar 2021"
"NJ",2015,2.8,16.2,58.7,32.3,32.9,116.2,169.3,178.4,99.3,26.1,160,2780,6150,8940,9090,32220,46110,50540,28330,7700,103,174000,""," 1 Mar 2021"
"NJ",2016,2.9,15.5,57.4,31.4,32,115.7,169.8,180.6,101.7,27.1,160,2640,5970,8610,8770,31890,46520,51140,29250,7730,104.3,175290,""," 1 Mar 2021"
"NJ",2017,2.3,NA,NA,28.9,29.4,110.4,165.2,181.1,102.8,28.4,130,NA,NA,7880,8010,30240,46040,51130,29800,8000,103.2,173210,""," 1 Mar 2021"
"NM",1988,11.7,79.7,194.4,124.6,126.8,220.2,178.7,107.3,46.4,11.7,130,2800,4400,7200,7330,12480,11350,6960,2730,570,118.3,41420,""," 1 Mar 2021"
"NM",1992,12.9,84.2,195.9,128.2,130.8,236.7,181.4,105.1,47.8,12.5,160,2990,4520,7510,7670,12720,10550,7250,3150,740,115.5,42060,""," 1 Mar 2021"
"NM",1996,12.5,72.1,168.4,108.8,111.4,201.1,175.1,99.5,45.8,12.2,180,3030,4340,7370,7550,11680,9700,6760,3370,840,102,39890,""," 1 Mar 2021"
"NM",2000,10.2,63.4,164.7,102.7,104.8,203.5,170.7,108.1,48.6,12.8,150,2760,4540,7300,7450,12230,9790,6420,3430,920,102.9,40250,""," 1 Mar 2021"
"NM",2005,9.9,56.7,148.6,92.8,94.7,195.1,170.1,114.6,54.7,14.4,150,2520,4260,6780,6930,13400,10600,6650,3360,1030,106.2,41960,""," 1 Mar 2021"
"NM",2006,7.1,56.1,158.7,96,97.4,203.5,172.9,118.7,56.7,13.9,100,2530,4550,7080,7180,13930,11160,6900,3500,970,110.1,43650,""," 1 Mar 2021"
"NM",2007,9.9,56.5,163,98.1,100,205.4,173.7,122.3,59,13.8,140,2540,4700,7240,7380,14090,11580,7150,3690,930,112.7,44820,""," 1 Mar 2021"
"NM",2008,9.1,55.7,148.8,92.9,94.6,201.5,169.4,119.1,53.9,15.1,130,2470,4390,6870,6990,13790,11390,7090,3370,980,110,43610,""," 1 Mar 2021"
"NM",2009,8.5,53,144.4,90.3,91.9,184.4,165.6,111.6,52.8,16.7,120,2310,4330,6640,6760,12690,11260,6800,3300,1060,105.4,41860,""," 1 Mar 2021"
"NM",2010,6.9,46.4,129.2,80.3,81.6,173.4,155.3,111.5,55.4,15,100,2000,3850,5850,5940,12120,10640,7070,3420,950,100.5,40140,""," 1 Mar 2021"
"NM",2011,7.5,40.7,116,71.6,73.1,160.6,155,109.5,53.4,15.4,100,1720,3400,5120,5220,11530,10710,7130,3250,970,96.7,38820,""," 1 Mar 2021"
"NM",2012,6.6,37.2,113.9,68.4,69.7,152.7,150.3,109.5,54.1,13.7,90,1550,3240,4790,4880,11200,10330,7280,3270,860,94.1,37820,""," 1 Mar 2021"
"NM",2013,4.8,33.2,103,61.4,62.4,144.4,149.1,104,52.4,12.9,70,1360,2870,4230,4300,10740,10210,7020,3160,810,90.1,36230,""," 1 Mar 2021"
"NM",2014,4.6,28.3,92.8,53.9,54.8,140,149.4,108.4,53.6,13,60,1160,2510,3670,3740,10340,10190,7370,3260,790,89.2,35690,""," 1 Mar 2021"
"NM",2015,3.5,25.3,88.6,50,50.7,138.4,150.2,110.9,55.4,13.2,50,1050,2360,3410,3450,10030,10260,7540,3430,790,89,35510,""," 1 Mar 2021"
"NM",2016,3.7,23.6,77.9,44.7,45.4,131.2,145.2,110.1,55.9,14.1,50,990,2060,3050,3100,9280,10010,7500,3540,830,86,34260,""," 1 Mar 2021"
"NM",2017,3.1,NA,NA,41.4,42,123.6,140.3,106.7,55.2,14,40,NA,NA,2810,2860,8520,9760,7220,3560,820,82.4,32730,""," 1 Mar 2021"
"NV",1988,16.1,86.4,216.9,139.4,142.2,237.7,195.1,110.4,49.8,10.2,100,1780,3060,4830,4930,9620,9350,5600,2120,380,126.1,32000,""," 1 Mar 2021"
"NV",1992,21.9,89.5,221.7,143.1,147.6,280.3,195.2,121.9,58,13,180,2050,3460,5510,5680,12130,11160,7630,3250,640,131.9,40490,""," 1 Mar 2021"
"NV",1996,20.3,88.5,219.2,138.8,143.2,259.8,206.4,119.2,63.7,16.1,220,2670,4130,6800,7010,12650,12810,8940,4420,1000,127.8,46840,""," 1 Mar 2021"
"NV",2000,10.9,67.1,190,115.2,117.5,225.8,189.5,130.9,63,15.7,140,2530,4610,7140,7280,14240,13580,9870,4990,1190,119.6,51160,""," 1 Mar 2021"
"NV",2005,7.2,51.8,166.1,93.3,94.9,209.3,182.5,136.6,70.4,18.5,120,2510,4590,7090,7210,16520,15820,11670,6120,1670,117,59010,""," 1 Mar 2021"
"NV",2006,8.4,51.8,167.2,93.7,95.5,211.6,185.3,142.2,73,18.6,150,2650,4880,7530,7670,17190,17200,12260,6660,1700,119.8,62680,""," 1 Mar 2021"
"NV",2007,9,49.3,162.8,90.9,92.8,205.9,186.9,145,72.4,18.3,160,2630,5020,7660,7820,17280,18060,12750,6820,1680,119.5,64410,""," 1 Mar 2021"
"NV",2008,8.4,48.5,144,84.7,86.5,191,176.5,135.7,69.7,18.9,150,2610,4740,7360,7510,16320,17310,12200,6640,1750,112.6,61730,""," 1 Mar 2021"
"NV",2009,7.4,42.7,131,76.8,78.3,180.1,168.3,132.9,68.9,18.9,130,2310,4470,6780,6910,15390,16440,12180,6550,1740,107.7,59210,""," 1 Mar 2021"
"NV",2010,6.1,35,123.2,68.9,70.2,167,167.6,130.3,67.1,19.4,110,1890,4160,6050,6170,14520,16100,12120,6240,1790,103.6,56940,""," 1 Mar 2021"
"NV",2011,4.2,32.5,112.1,61.9,62.8,157.8,161.7,130,68.8,23.9,70,1750,3530,5280,5350,14050,15410,12230,6240,2240,101.3,55510,""," 1 Mar 2021"
"NV",2012,3.5,26.8,107.7,56.4,57.2,149.3,156.4,125.8,66.9,24.5,60,1440,3340,4780,4840,13570,14930,12030,6040,2320,97.4,53720,""," 1 Mar 2021"
"NV",2013,3.2,21.4,97.5,49.5,50.2,145.8,150.8,125.7,67.3,22.6,60,1140,3050,4190,4250,13270,14560,12220,6090,2150,94.7,52540,""," 1 Mar 2021"
"NV",2014,2.6,20.9,94.7,47.9,48.4,149.5,159.5,135,68.8,18.4,50,1120,2940,4060,4100,13630,15810,13360,6310,1750,98,54960,""," 1 Mar 2021"
"NV",2015,2.1,20.3,90.2,45.5,45.9,147.9,151.9,131.4,71.7,19.8,40,1110,2760,3870,3910,13310,15630,13240,6760,1860,96.5,54720,""," 1 Mar 2021"
"NV",2016,2,17.2,81.3,40.2,40.6,141.5,149.4,128.9,71.3,19.8,40,950,2510,3450,3490,12540,15940,13170,6940,1840,94,53920,""," 1 Mar 2021"
"NV",2017,2.5,NA,NA,36.4,37,140.2,144.8,127.8,69.2,20.1,50,NA,NA,3150,3190,12370,15880,13220,6950,1880,91.9,53490,""," 1 Mar 2021"
"NY",1988,19.9,75.6,163.5,112.8,116.2,193,192.9,138.4,60.1,14,2200,28550,45290,73840,76040,144160,154730,107760,43060,8850,123.5,534590,""," 1 Mar 2021"
"NY",1992,21.1,79.3,174.7,117.9,122.1,205,203.9,151.1,71.9,17,2390,26880,40300,67190,69580,141070,156010,123280,53970,11780,129.8,555670,""," 1 Mar 2021"
"NY",1996,15.7,66.7,158.3,103.2,106.4,189.8,181.1,147.8,73.4,18.4,1910,23990,37730,61730,63640,113650,131120,117190,58350,13290,117.5,497240,""," 1 Mar 2021"
"NY",2000,12.3,56.9,139.9,90.5,92.9,184.7,181.8,155,80,21.2,1550,21220,35360,56580,58130,115390,120200,114240,63450,16350,115.8,487760,""," 1 Mar 2021"
"NY",2005,9.9,46.1,120.2,75.4,77.4,169.8,174.3,159.8,88.5,23.9,1320,18530,31600,50120,51450,110400,115690,104060,63230,18370,112.6,463200,""," 1 Mar 2021"
"NY",2006,8.8,44.7,119.5,74.3,76,169.5,174.9,162.4,89.5,23.7,1150,18150,31770,49930,51070,111060,117710,102290,63000,17830,113.3,462950,""," 1 Mar 2021"
"NY",2007,8.6,42.9,117.2,72.7,74.3,166.5,175.8,164.2,90.2,24.5,1090,17420,31740,49160,50250,110640,119000,102870,62170,18040,113.8,462970,""," 1 Mar 2021"
"NY",2008,9.1,42.2,113.8,71.7,73.4,164.9,173.2,164.6,92.2,25.6,1140,16770,31830,48600,49740,111300,119090,103820,62080,18400,114.3,464440,""," 1 Mar 2021"
"NY",2009,8.6,39.8,107.2,68.1,69.7,157.5,169.2,163.7,91.4,26.4,1080,15550,30310,45850,46930,108390,117940,104950,59870,18480,112.6,456560,""," 1 Mar 2021"
"NY",2010,8.1,36.3,100.8,63.3,64.8,150.9,163.6,161.7,93.4,26.7,980,13970,28040,42010,42990,105730,114850,105420,59460,18470,110.5,446920,""," 1 Mar 2021"
"NY",2011,6.8,32.7,94,58.5,59.7,144.8,160.6,159.7,95.2,26.7,810,12340,25730,38070,38880,102670,114400,106190,59030,18320,108.7,439490,""," 1 Mar 2021"
"NY",2012,6.2,28.9,84.3,52.3,53.5,138.4,154.5,158.6,96.1,27.3,730,10640,22830,33480,34200,98220,111320,107030,59200,18410,106.1,428390,""," 1 Mar 2021"
"NY",2013,4.9,24.1,74.8,45.7,46.6,130.7,148.6,154.9,95.6,27.2,570,8700,19950,28650,29230,92550,108190,106100,59070,17910,102.6,413040,""," 1 Mar 2021"
"NY",2014,4.3,21.6,69.9,42.1,42.9,127.4,151.1,158.8,98.7,27.7,510,7680,18180,25850,26360,89770,111120,109380,61510,17720,103.8,415870,""," 1 Mar 2021"
"NY",2015,3.8,19.6,64.3,38.3,39,123.2,147.8,158.8,100.3,29.3,440,6930,16300,23230,23670,85080,109790,109500,63180,18210,102.9,409410,""," 1 Mar 2021"
"NY",2016,3.5,17.6,59.4,35,35.6,116.5,145.5,157.8,101.3,30.2,390,6140,14800,20940,21330,78700,108660,109190,64300,18140,101.4,400330,""," 1 Mar 2021"
"NY",2017,2.9,16.3,56.4,33,33.6,112.2,140.5,154.7,101.6,31,330,5610,13880,19490,19820,74220,104670,107170,64840,18330,99.2,389050,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"OH",1988,11.2,58.6,146.7,95.5,97.5,174.6,158.4,96.5,34.1,7,800,14020,25290,39310,40120,73350,73100,45120,14300,2500,97.9,248490,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"OH",1992,11.5,55.1,148.4,93.1,95.4,178.3,164.4,101.7,40.1,7.8,860,12130,22450,34580,35430,72580,68200,47690,18360,3230,96.8,245510,""," 1 Mar 2021"
"OH",1996,8.8,48.2,131.2,80.8,82.6,166.6,158.4,107.7,42.6,9.3,710,11520,20290,31820,32520,61260,62850,46420,20280,4150,90.5,227480,""," 1 Mar 2021"
"OH",2000,8.9,40.2,123.8,74,75.7,172.5,167.5,120,48.3,9.9,710,9630,20050,29690,30400,63530,61280,47120,21530,4610,93.6,228470,""," 1 Mar 2021"
"OH",2005,6.5,32.3,107.1,61.5,62.8,155.3,162.5,125.3,54,11,540,7940,16910,24850,25390,59240,59330,44700,21020,4850,91.8,214520,""," 1 Mar 2021"
"OH",2006,7.5,32.6,108.1,61.9,63.4,161.1,163.6,126.2,55.5,11,610,8120,17120,25240,25850,60610,60900,43190,21630,4700,93.7,216880,""," 1 Mar 2021"
"OH",2007,6.5,32.8,110.5,63.3,64.5,160.5,163.6,128.8,54.9,11.3,520,8180,17770,25950,26470,59880,61450,43230,21250,4660,94.6,216940,""," 1 Mar 2021"
"OH",2008,6,31.8,108.4,62.6,63.7,159.4,163.9,127.2,52.8,11.2,470,7830,17860,25690,26160,59460,61210,42770,20120,4470,94.2,214190,""," 1 Mar 2021"
"OH",2009,5.8,29.9,102,59.4,60.5,151.7,161.1,125.4,52.4,11.6,440,7210,16970,24190,24630,57140,59000,42930,19430,4510,92.2,207640,""," 1 Mar 2021"
"OH",2010,5.5,26.6,93.4,54,55.1,141.2,157.8,123.8,51.8,11.7,410,6300,15390,21690,22100,53770,56920,43160,18580,4470,89.1,199010,""," 1 Mar 2021"
"OH",2011,4.3,23.4,85.4,48.8,49.6,136,157.9,124.2,54,12,330,5430,13750,19180,19510,52670,56810,44030,18600,4600,88.2,196220,""," 1 Mar 2021"
"OH",2012,4.1,21.2,81.1,45.5,46.3,133.3,157.8,125.7,55,11.8,310,4830,12690,17520,17830,52500,56610,45010,18550,4490,88.1,195000,""," 1 Mar 2021"
"OH",2013,3.5,18.4,74.8,41.2,41.9,129.6,155.6,127.3,56.7,12.2,260,4180,11510,15690,15960,51510,56380,46070,19140,4580,87.4,193640,""," 1 Mar 2021"
"OH",2014,3.1,16.8,68,37.3,38,125.3,155,130.8,58.4,11.8,240,3800,10290,14090,14320,49490,57390,47450,19920,4320,87.2,192900,""," 1 Mar 2021"
"OH",2015,2.8,15.2,63.6,34.4,35,121.7,153.5,132.5,58.8,12,210,3460,9480,12940,13150,47400,58050,48040,20390,4260,86.6,191290,""," 1 Mar 2021"
"OH",2016,2.6,13.8,59.6,32,32.5,117.3,150,133.2,59.1,12.3,190,3120,8860,11990,12180,44890,57980,48400,20920,4200,85.6,188570,""," 1 Mar 2021"
"OH",2017,2.2,12.8,57.8,30.8,31.2,115.3,145.6,133.9,59.1,12.4,160,2860,8680,11540,11700,43460,57490,48740,21260,4180,84.7,186820,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"OK",1988,13.4,68.4,160.1,106.2,108.7,196.8,153.2,83,29.9,5.9,290,4700,7740,12440,12730,22530,20180,10830,3470,610,98.7,70350,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of AR, CO, KS, MO, NM)"," 1 Mar 2021"
"OK",1992,10.9,59,162.1,100,102.2,197.8,154.3,81.7,31.2,6.3,250,4000,7260,11260,11510,22690,17430,10730,3980,720,94,67060,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of AR, KS, MO, TX)"," 1 Mar 2021"
"OK",1996,9,53.4,147.7,90.1,92,179.5,156.9,86.2,33.6,7.2,230,4020,7090,11100,11340,20390,17280,10340,4510,910,89.2,64770,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of AR, KS, MO, TX)"," 1 Mar 2021"
"OK",2000,7.6,47.6,140.5,85.2,86.7,185.6,162.6,98.1,37.4,7.6,190,3690,7430,11120,11310,22280,18070,10790,4830,1020,93,68300,""," 1 Mar 2021"
"OK",2005,7,38.5,126.4,74,75.4,177.6,173.2,105.4,43.9,8.6,180,2900,6480,9380,9560,23620,19470,11740,4850,1100,97.3,70320,""," 1 Mar 2021"
"OK",2006,6.4,41.5,132.3,78.1,79.3,185.3,172.9,104.9,46.5,9.2,160,3160,6810,9970,10130,24580,20390,11550,5230,1150,100.7,73020,""," 1 Mar 2021"
"OK",2007,6.4,42.2,137.3,80.7,81.9,186.7,171.6,106.7,46,9.8,160,3250,7160,10400,10560,24490,21080,11740,5260,1180,102.1,74310,""," 1 Mar 2021"
"OK",2008,6.2,41.8,133.2,79.6,80.8,183.7,169,106.9,45.5,9.6,150,3170,7140,10320,10470,23950,21320,11890,5240,1120,101.5,73990,""," 1 Mar 2021"
"OK",2009,7.9,41.3,130.6,78.9,80.4,175.6,165.4,106.5,44.9,10,190,3100,7140,10240,10430,22900,21360,12240,5170,1130,99.9,73230,""," 1 Mar 2021"
"OK",2010,6.5,35.8,115.1,69.2,70.5,165.7,161.1,108.1,43.9,10.7,160,2650,6230,8880,9030,21910,20980,12870,5050,1210,96.2,71050,""," 1 Mar 2021"
"OK",2011,4.8,31.7,111.7,64.9,65.8,156.9,157.8,102.9,45.4,10.3,120,2330,5810,8140,8260,21330,20650,12630,5160,1190,93,69220,""," 1 Mar 2021"
"OK",2012,4.7,31.4,111.6,64.1,65,151.4,159.1,107.5,44.4,10.4,120,2300,5630,7920,8040,21120,20730,13570,5050,1210,92.9,69720,""," 1 Mar 2021"
"OK",2013,4.6,27.8,102.6,57.8,58.7,149.1,160.7,111.9,46.2,10.8,120,2060,5090,7150,7270,21040,20900,14610,5300,1260,92.9,70380,""," 1 Mar 2021"
"OK",2014,3.8,23.3,97.2,52.2,53,144.1,162.5,112.2,47.2,10.4,100,1770,4730,6500,6600,20250,21290,14870,5540,1210,91.5,69740,""," 1 Mar 2021"
"OK",2015,2.4,21.4,85.1,46.2,46.7,140.8,158.3,114.5,49.1,10.9,60,1650,4200,5850,5910,19510,21190,15250,5920,1260,89.8,69030,""," 1 Mar 2021"
"OK",2016,3,18.5,82.7,43.7,44.3,138.7,153.3,116.7,48.9,10.9,80,1440,4140,5580,5660,18660,20960,15530,6060,1250,88.5,68110,""," 1 Mar 2021"
"OK",2017,2.8,NA,NA,39.8,40.3,133.4,147.8,114.9,48.4,10.4,70,NA,NA,5090,5160,17560,20450,15050,6120,1170,85.2,65520,""," 1 Mar 2021"
"OR",1988,8.9,65.7,160.7,104.2,105.8,196.7,170.9,99.7,39.4,8.2,150,3690,6150,9840,10000,18250,18410,12210,4730,810,101.3,64400,""," 1 Mar 2021"
"OR",1992,10.1,59.6,161,98.7,100.8,199.3,173,105,43.6,10.1,200,3540,6000,9540,9750,19310,17680,12810,5720,1250,98.9,66520,""," 1 Mar 2021"
"OR",1996,8.9,54.5,144.7,89.6,91.4,180.7,165.7,110.2,47.2,10.4,210,3750,6340,10090,10300,18100,18060,13070,6310,1450,94.4,67280,""," 1 Mar 2021"
"OR",2000,6.9,44.3,129.6,78.5,79.9,178.7,168.7,124.5,55.5,13.1,160,3160,6210,9380,9540,20220,18920,14290,7000,1790,99.3,71760,""," 1 Mar 2021"
"OR",2005,4.8,29.3,98.7,56.8,57.7,148.7,161.7,122.6,62.9,14.3,120,2170,4780,6950,7070,18250,19070,14430,7520,1850,93.4,68200,""," 1 Mar 2021"
"OR",2006,5,32.6,101.7,59.8,60.8,154.3,165.6,130.1,63.6,14.7,120,2450,4970,7430,7550,18970,20320,15270,7820,1870,97.4,71800,""," 1 Mar 2021"
"OR",2007,4.9,30.8,103.8,59.9,60.9,154.7,161.7,130.7,65.6,15.5,120,2330,5210,7540,7660,19040,20540,15550,8190,1920,98,72900,""," 1 Mar 2021"
"OR",2008,3.5,32.5,101.1,60.4,61.1,147.7,156.3,129.3,63.9,15,80,2430,5170,7600,7680,18330,20280,15730,8050,1830,96,71890,""," 1 Mar 2021"
"OR",2009,3.7,28.1,91.9,54.6,55.3,135.1,148.2,125,62.8,15.8,90,2060,4770,6830,6920,16820,19540,15650,7830,1910,91.2,68680,""," 1 Mar 2021"
"OR",2010,3,23.4,80.7,47.2,47.7,127.6,143.5,120.7,62.7,15.8,70,1690,4130,5820,5890,15990,18840,15520,7720,1950,87.3,65920,""," 1 Mar 2021"
"OR",2011,2.1,21,76,43.4,43.8,119.4,141.3,121.7,64.1,16.1,50,1510,3760,5270,5320,15400,18590,16050,7840,2020,85.6,65210,""," 1 Mar 2021"
"OR",2012,3.1,19.1,69,39.1,39.8,114.2,139.6,120.7,65.9,16.3,70,1370,3330,4700,4780,14960,18150,16250,8130,2060,84,64320,""," 1 Mar 2021"
"OR",2013,1.6,16.9,64.1,35.7,36,109.7,139.1,123.1,64.6,15.8,40,1210,3030,4240,4280,14410,18060,16790,8110,2010,82.8,63650,""," 1 Mar 2021"
"OR",2014,2.1,15.3,59.8,32.9,33.3,106.7,139.4,125.2,66.2,16.9,50,1100,2810,3910,3960,14050,18370,17280,8510,2130,82.9,64300,""," 1 Mar 2021"
"OR",2015,1.7,13.5,59.4,31.6,32,104.7,137.1,125.2,67.3,16.9,40,970,2800,3770,3810,13660,18570,17500,8970,2120,82.5,64630,""," 1 Mar 2021"
"OR",2016,1.5,11.9,52.7,28.1,28.4,99.1,132.5,124.3,68.2,18.2,30,870,2510,3380,3410,12910,18860,17780,9450,2290,80.8,64700,""," 1 Mar 2021"
"OR",2017,1.4,NA,NA,26,26.2,93.2,121.3,120.3,67.2,17.4,30,NA,NA,3120,3150,12090,17800,17330,9610,2230,76.6,62200,""," 1 Mar 2021"
"PA",1988,14.7,57.1,123.9,85.8,88.3,150.2,158.6,107.5,38.9,7.2,1050,13990,22940,36930,37980,68760,77640,52590,17380,2780,95.2,257120,""," 1 Mar 2021"
"PA",1992,14.7,54.5,124.8,83.6,86.5,151.4,167,112.9,45,8.4,1090,12010,19410,31420,32510,66870,72320,55820,22090,3730,94.5,253340,""," 1 Mar 2021"
"PA",1996,10.5,41.9,106,67.7,69.9,136.4,147.2,119.5,48.7,9.8,860,9970,17080,27040,27900,51600,61570,53540,24930,4750,85,224290,""," 1 Mar 2021"
"PA",2000,8.8,34.1,96,59.8,61.6,138.7,157.4,126.6,53.7,11.3,730,8320,16660,24980,25710,52140,57170,52690,25750,5720,85.7,219170,""," 1 Mar 2021"
"PA",2005,6.4,27.7,83.7,50.6,51.8,131,155.4,137.4,62.9,13.3,550,7230,15180,22410,22960,52790,57170,50480,26580,6410,87.1,216380,""," 1 Mar 2021"
"PA",2006,5.8,29,87.4,52.9,54,134.8,158.2,141.8,64.9,13.6,500,7650,16060,23710,24210,54950,59510,50300,27310,6380,89.9,222660,""," 1 Mar 2021"
