"state","year","pregnancyratelt15","pregnancyrate1517","pregnancyrate1819","pregnancyrate1519","pregnancyratelt20","pregnancyrate2024","pregnancyrate2529","pregnancyrate3034","pregnancyrate3539","pregnancyrate40plus","pregnancieslt15","pregnancies1517","pregnancies1819","pregnancies1519","pregnancieslt20","pregnancies2024","pregnancies2529","pregnancies3034","pregnancies3539","pregnancies40plus","miscarriageslt15","miscarriages1517","miscarriages1819","miscarriages1519","miscarriageslt20","miscarriages2024","miscarriages2529","miscarriages3034","miscarriages3539","miscarriages40plus","populationlt15","population1517","population1819","population1519","populationlt20","population2024","population2529","population3034","population3539","population40plus","population1544","pregnancyratetotal","miscarriagestotal","pregnanciestotal","notes","versiondate"
"CA",2012,4.7,25.2,85.1,49.4,50.2,130.1,153.8,147.6,85.9,24.4,1170,19730,45060,64790,65960,182720,208090,195430,107600,32160,140,2730,6330,9060,9200,25800,31080,30240,16640,4830,251671,783003,529755,1312758,1312758,1404133,1353175,1324066,1252692,1315446,7962270,99.5,117790,791970,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age nationally"," 1 Mar 2021"
"CA",2013,4,21.5,77.3,44.1,44.9,124,147.8,146.1,86.4,24.1,1000,16560,40640,57200,58190,174910,202850,197360,108620,31610,120,2280,5690,7970,8090,24700,30280,30600,16850,4780,248947,770094,525649,1295743,1295743,1410744,1372365,1350575,1256517,1310112,7996056,96.7,115300,773550,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age nationally"," 1 Mar 2021"
"CA",2014,3.1,18.9,69.3,39.4,40,119.9,146,149.1,90.2,24.6,780,14390,35950,50340,51130,168670,205300,204560,114300,31840,90,1970,5060,7030,7130,23920,30720,31850,17780,4840,252085,760254,518506,1278760,1278760,1407152,1406442,1371825,1266633,1295365,8026177,96.7,116240,775810,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age nationally"," 1 Mar 2021"
"CA",2015,2.7,16.6,63.1,35.3,35.9,113.1,139,146.7,89.1,24.9,680,12560,32330,44890,45570,156790,200950,203140,114680,31770,80,1730,4550,6280,6360,22300,30080,31680,17870,4860,249184,757425,512439,1269864,1269864,1385658,1445267,1384426,1286949,1274102,8046266,93.6,113150,752900,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age nationally"," 1 Mar 2021"
"CA",2016,2.5,14.7,57.1,31.7,32.2,108,134.5,146.2,89.6,25.2,610,11110,28930,40030,40640,146300,199860,204000,117470,31560,70,1520,4070,5590,5660,20910,29990,31910,18380,4850,242927,754700,506646,1261346,1261346,1355033,1486026,1395003,1310685,1252593,8060686,91.8,111700,739840,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age nationally"," 1 Mar 2021"
"CA",2017,2.1,12.9,52.2,28.7,29.1,101.5,127.2,141,88.5,25.5,510,9610,26250,35860,36370,135150,191870,197360,117930,31840,60,1310,3670,4980,5040,19320,28800,30890,18500,4920,246311,747781,502459,1250240,1250240,1331790,1507822,1399788,1332194,1246663,8068497,88.1,107470,710510,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age nationally"," 1 Mar 2021"
"CO",1988,9.9,65.6,149.6,100.6,102.4,187.1,164.6,104.9,43.5,9,200,4410,7200,11610,11820,22210,24840,17000,6410,1060,30,580,990,1570,1590,3240,3830,2640,970,150,20600,67321,48138,115459,115459,118725,150889,162095,147321,118116,812605,102.6,12430,83350,""," 1 Mar 2021"
"CO",1992,13.8,72.8,170.1,111,113.9,191.1,161.8,110.3,49.6,10.6,320,4850,7310,12160,12480,22960,22150,18460,8120,1530,40,660,1030,1690,1730,3330,3390,2860,1230,220,22943,66606,42980,109586,109586,120139,136852,167363,163635,144684,842259,101.7,12750,85690,""," 1 Mar 2021"
"CO",1996,10.6,60,145.4,93.3,95.6,169.5,148.9,110.2,52.1,12,290,4730,7310,12050,12340,21140,21790,18370,9600,2060,40,650,1040,1690,1730,3100,3340,2880,1470,300,27652,78818,50291,129109,129109,124739,146404,166728,184518,171501,922999,92.4,12830,85310,""," 1 Mar 2021"
"CO",2000,7.6,49,131.4,81.9,83.5,163.3,152,126.1,57.6,13.3,230,4360,7780,12140,12370,23680,23690,20180,10390,2460,30,630,1160,1790,1820,3600,3740,3220,1630,370,30248,88969,59228,148197,148197,145016,155836,160076,180478,185344,974947,95.2,14380,92770,""," 1 Mar 2021"
"CO",2005,7,38.8,113.4,68.4,69.8,154.3,162.8,136.6,71.5,15.9,230,3730,7140,10860,11090,25010,25850,22250,11800,2920,30,550,1050,1590,1620,3760,4050,3540,1860,440,32080,95903,62931,158834,158834,162159,158762,162822,164887,183478,990942,99.8,15260,98920,""," 1 Mar 2021"
"CO",2006,7,38.5,114.1,68.3,69.7,156,163.9,139.3,73.4,15.9,230,3730,7220,10960,11190,25630,26940,22420,12390,2840,30,550,1060,1610,1640,3850,4220,3570,1950,430,32165,97088,63338,160426,160426,164229,164307,161002,168682,178746,997392,101.7,15650,101400,""," 1 Mar 2021"
"CO",2007,5.6,38.1,115.6,68.6,69.8,154.7,160.7,137.3,72.3,16.8,180,3750,7380,11130,11310,25240,27440,22250,12480,2930,30,540,1080,1620,1650,3780,4280,3550,1970,440,32267,98275,63861,162136,162136,163106,170782,162083,172512,174065,1004684,101.2,15680,101650,""," 1 Mar 2021"
"CO",2008,5.8,36.6,110.6,66.2,67.3,151.3,154.8,136,70,16.6,180,3590,7260,10860,11040,24810,27120,22460,12180,2840,20,520,1070,1590,1610,3710,4240,3580,1920,430,31616,98239,65693,163932,163932,163995,175208,165195,174073,170563,1012966,99.2,15500,100450,""," 1 Mar 2021"
"CO",2009,4.8,32.5,102.5,60.8,61.8,142.6,148.8,134,69.4,17.8,150,3180,6830,10010,10160,23590,26670,22640,12020,3020,20,470,1010,1470,1490,3530,4160,3610,1900,460,31752,97850,66699,164549,164549,165458,179263,168934,173178,169243,1020625,96.1,15160,98110,""," 1 Mar 2021"
"CO",2010,4.3,29.4,89.5,53.9,54.7,133.6,143.3,130.1,68.8,17.8,140,2860,5970,8830,8960,22400,25960,22610,11750,3040,20,420,880,1300,1320,3340,4050,3610,1860,460,31827,97136,66700,163836,163836,167682,181156,173755,170731,171037,1028197,92.1,14640,94730,""," 1 Mar 2021"
"CO",2011,4.5,24,79.5,46.8,47.7,122.6,138.8,130.7,68.5,17.9,150,2320,5350,7670,7820,20960,25620,23460,11530,3130,20,340,790,1130,1150,3130,3990,3750,1820,480,32203,96722,67350,164072,164072,170962,184615,179446,168276,174622,1041993,88.8,14320,92510,""," 1 Mar 2021"
"CO",2012,2.6,20.3,71.2,41.1,41.6,118.2,137.7,129.5,69.9,17,90,1970,4760,6730,6820,20570,25680,23940,11830,3010,10,290,700,990,1000,3080,4020,3830,1880,460,32646,96848,66918,163766,163766,174008,186557,184824,169262,176983,1055400,87,14280,91860,""," 1 Mar 2021"
"CO",2013,2,18.5,64.5,37.1,37.6,111.4,135.1,129,70,16.4,70,1800,4290,6090,6160,19710,25540,24460,12060,2910,NA,270,640,900,910,2960,4000,3920,1920,450,33278,97487,66516,164003,164003,176858,189032,189626,172342,177675,1069536,84.9,14170,90840,""," 1 Mar 2021"
"CO",2014,2.1,14.9,59.4,32.8,33.2,111.8,134.2,129.8,69.8,17.6,70,1480,3950,5420,5490,19980,25850,25170,12340,3110,NA,210,590,800,810,3010,4050,4030,1970,480,34473,99016,66387,165403,165403,178692,192659,193822,176683,176226,1083485,84.9,14340,91940,""," 1 Mar 2021"
"CO",2015,2,14,56.4,30.9,31.3,106.6,129.7,130.6,72.1,17.1,70,1410,3780,5200,5260,19160,25850,25960,13210,3000,NA,210,560,770,780,2890,4050,4170,2110,460,34917,101096,67022,168118,168118,179771,199401,198730,183117,175010,1104147,83.7,14460,92450,""," 1 Mar 2021"
"CO",2016,2.5,12.7,52.1,28.3,28.8,100.3,126,130.4,71.9,17.7,80,1310,3530,4840,4930,18030,25890,26510,13660,3070,10,190,530,720,730,2720,4060,4260,2180,480,34350,103432,67803,171235,171235,179842,205498,203327,189962,173102,1122966,82,14430,92090,""," 1 Mar 2021"
"CO",2017,1.3,11.6,48.4,26.2,26.5,94.7,119.8,125.2,70.1,17.5,50,1210,3320,4530,4580,16950,25310,25880,13720,3040,NA,170,490,670,670,2550,3950,4150,2200,470,35299,104149,68611,172760,172760,179053,211313,206732,195637,173812,1139307,78.5,13990,89470,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"CT",1988,17.2,74.3,141.9,102.8,105.6,158.1,176.3,126.9,50.1,9.1,320,4960,6890,11850,12170,21090,25260,18480,6510,1100,40,590,850,1440,1480,2830,3780,2850,980,150,18590,66727,48552,115279,115279,133403,143280,145593,129756,120850,788161,107.4,12060,84610,""," 1 Mar 2021"
"CT",1992,18.1,67,136.3,95.3,98.9,157.6,168.2,133.5,57.1,11.3,340,3760,5280,9040,9380,18060,22350,19920,8060,1430,40,470,690,1160,1200,2420,3360,3110,1230,210,18792,56073,38731,94804,94804,114564,132884,149211,141196,126766,759425,104.3,11520,79200,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in the year subsequent to the estimate"," 1 Mar 2021"
"CT",1996,10.9,57.9,126.2,84.5,86.8,146,156.5,140.6,62.8,13.4,230,3460,4800,8260,8490,13660,18220,19890,9430,1830,30,450,630,1080,1100,1850,2730,3130,1470,280,20830,59777,38030,97807,97807,93533,116450,141480,150078,136237,735585,97.2,10540,71520,""," 1 Mar 2021"
"CT",2000,7.5,43.4,113.3,70.5,72.1,147.2,158.5,146.2,70.8,15.2,170,2810,4630,7430,7600,13690,15990,18630,10470,2250,20,350,620,970,1000,1860,2390,2930,1640,340,22753,64638,40834,105472,105472,93022,100892,127472,147858,147841,722557,95,10150,68640,""," 1 Mar 2021"
"CT",2005,7,34,95.1,57.3,58.8,144.8,167.9,159.5,82.7,18.2,170,2530,4380,6910,7080,14730,16230,17440,10930,2720,20,310,570,880,900,1980,2370,2710,1700,410,24859,74544,46043,120587,120587,101706,96649,109343,132162,149491,709938,97.4,10080,69140,""," 1 Mar 2021"
"CT",2006,6.5,34.1,98.6,58.6,59.9,145.2,170.3,160.1,83.1,18.9,160,2580,4580,7160,7320,15140,16660,16850,10770,2780,20,320,590,910,930,2040,2440,2620,1670,420,24591,75833,46446,122279,122279,104266,97813,105250,129584,147220,706412,98.4,10120,69520,""," 1 Mar 2021"
"CT",2007,6.6,33.5,96.8,57.7,59,143.5,172.9,160.2,84.7,18.6,160,2550,4550,7100,7260,15200,17110,16520,10740,2670,20,310,590,900,920,2040,2510,2560,1670,400,24312,76084,47008,123092,123092,105977,98955,103125,126823,143615,701587,99.1,10110,69500,""," 1 Mar 2021"
"CT",2008,5,31.5,93.1,55.7,56.7,138.6,162.4,159.5,80.7,18.6,120,2360,4510,6870,7000,14800,16710,16350,9940,2620,10,290,590,880,890,1990,2450,2530,1540,400,24089,74991,48457,123448,123448,106735,102903,102502,123181,140426,699195,96.4,9800,67410,""," 1 Mar 2021"
"CT",2009,4.4,27.7,86.3,50.8,51.6,130.1,154.5,153.2,79.4,20,110,2060,4180,6250,6350,14230,16070,15900,9380,2730,10,260,550,800,820,1920,2360,2460,1450,410,23876,74540,48504,123044,123044,109419,104038,103752,118112,136565,694930,93,9410,64660,""," 1 Mar 2021"
"CT",2010,4.1,23.6,74.7,44.1,44.9,120.4,146.8,154.2,79.8,19.6,100,1740,3710,5450,5540,13400,15630,16100,8990,2620,10,210,490,700,710,1800,2290,2500,1390,390,23814,73870,49580,123450,123450,111306,106485,104471,112554,133666,691932,90,9090,62280,""," 1 Mar 2021"
"CT",2011,3.9,20.1,62.4,37.8,38.5,117.6,146.8,152.1,78.7,19.2,90,1470,3280,4750,4840,13050,15780,16160,8480,2520,10,180,430,620,630,1760,2320,2520,1310,380,23789,73076,52467,125543,125543,110909,107476,106274,107788,131320,689310,88.2,8920,60830,""," 1 Mar 2021"
"CT",2012,3.5,18,54.1,33.4,34,111.7,142.1,149.7,79.8,18.9,80,1300,2900,4200,4280,12490,15320,16180,8450,2420,NA,170,390,550,560,1690,2260,2520,1310,360,23406,72362,53479,125841,125841,111797,107815,108093,105822,127865,687233,86,8700,59130,""," 1 Mar 2021"
"CT",2013,2.3,15.7,48,29.5,29.9,104.9,140.4,150.4,80,19,50,1120,2550,3670,3720,11960,15130,16440,8400,2340,NA,140,340,480,490,1630,2220,2560,1300,350,23397,71294,53042,124336,124336,114051,107765,109304,105081,123461,683998,84.8,8550,58000,""," 1 Mar 2021"
"CT",2014,2.3,14.3,43.5,26.7,27.1,97,143.2,154.2,83.3,19.9,50,1010,2280,3290,3350,11360,15400,16890,8800,2350,NA,130,300,430,430,1540,2270,2620,1360,350,23437,70982,52340,123322,123322,117025,107548,109497,105676,118259,681327,85.3,8580,58150,""," 1 Mar 2021"
"CT",2015,1.9,12.4,39.5,23.9,24.2,88.1,142.5,156.2,84,19.9,40,880,2040,2920,2960,10450,15210,17100,8980,2250,NA,110,270,380,380,1420,2240,2660,1390,340,22545,70545,51694,122239,122239,118596,106710,109484,106886,112723,676638,84.2,8430,56940,""," 1 Mar 2021"
"CT",2016,2,10.4,36.4,21.4,21.8,82,143.1,158.5,86.3,22.1,40,730,1870,2600,2640,9780,15120,17450,9340,2380,NA,90,250,340,340,1330,2230,2720,1450,360,22064,69799,51351,121150,121150,119173,105680,110083,108205,107790,672081,84.4,8430,56710,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"CT",2017,1.9,10.3,34.8,20.8,21.1,76.7,138.5,156.9,86.5,21.8,40,710,1780,2490,2530,9130,14720,17270,9460,2300,NA,90,230,320,330,1250,2150,2690,1480,350,21994,68560,51180,119740,119740,119051,106219,110052,109326,105794,670182,82.7,8240,55410,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"DC",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3061,11132,12345,23477,23477,32551,37334,31792,27404,21941,174499,159.7,3490,27860,""," 1 Mar 2021"
"DC",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2717,8255,7716,15971,15971,33596,33652,29382,25056,22475,160132,158,3300,25300,""," 1 Mar 2021"
"DC",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2748,8844,8247,17091,17091,24605,34074,27315,23405,20999,147489,110.2,2240,16250,""," 1 Mar 2021"
"DC",2000,37.6,114.9,127,121.8,127,154.5,127.4,117,77.4,24.8,100,970,1440,2410,2520,4390,3500,2850,1740,520,10,130,190,320,330,570,470,410,250,80,2704,8470,11344,19814,19814,28446,27481,24353,22455,21132,143681,108,2110,15520,""," 1 Mar 2021"
"DC",2005,30.4,106.1,113.3,110.2,114.9,152.3,133.3,129.5,99.8,33.2,100,940,1290,2230,2330,4380,3860,3260,2110,650,10,110,170,280,290,560,510,470,310,90,3162,8831,11423,20254,20254,28791,28979,25166,21187,19556,143933,115.3,2230,16590,""," 1 Mar 2021"
"DC",2006,25.5,108.2,116.1,112.7,116.4,139.3,132.2,131.3,99.3,34.1,80,980,1360,2340,2420,4210,3990,3310,2120,660,NA,120,180,300,310,550,540,480,310,90,3018,9088,11684,20772,20772,30199,30217,25226,21407,19281,147102,113.6,2290,16710,""," 1 Mar 2021"
"DC",2007,17.6,100,108.2,104.6,107.2,130.3,121.5,136.4,111.6,31.9,60,920,1260,2180,2240,4050,3830,3460,2390,610,NA,120,170,290,300,540,530,500,350,90,3135,9205,11674,20879,20879,31047,31573,25385,21384,19035,149303,111,2310,16580,""," 1 Mar 2021"
"DC",2008,24.7,112.7,113,112.9,116.2,129.9,121.8,140,111.5,36.2,70,1000,1390,2390,2460,4240,4060,3620,2370,670,NA,130,190,320,330,560,550,530,350,90,2892,8861,12320,21181,21181,32596,33302,25846,21285,18636,152846,114,2410,17420,""," 1 Mar 2021"
"DC",2009,23.1,93.2,105,100.2,103.1,116.3,110.3,127.5,101.8,34.4,60,810,1330,2140,2200,3940,3860,3490,2200,630,NA,110,180,290,300,530,540,520,330,90,2722,8676,12665,21341,21341,33885,34977,27388,21586,18207,157384,103.7,2310,16320,""," 1 Mar 2021"
"DC",2010,18.2,80.3,97.6,90.6,92.9,105,91.4,124.2,98.7,33.9,50,680,1210,1890,1940,3670,3480,3610,2140,640,NA,90,170,260,260,500,500,550,330,90,2580,8457,12444,20901,20901,34900,38011,29098,21680,18734,163324,94.7,2240,15470,""," 1 Mar 2021"
"DC",2011,23,67.8,87.3,79.5,82.3,106.1,78.2,118.6,97.8,31.3,60,560,1080,1630,1690,3530,3150,3750,2160,600,NA,80,150,230,240,490,460,580,340,100,2508,8197,12347,20544,20544,33296,40308,31615,22078,19346,167187,89.1,2200,14890,""," 1 Mar 2021"
"DC",2012,15.9,55.2,78.1,69.1,71,107.7,81,111.9,104.3,36.1,40,440,960,1400,1440,3410,3430,3810,2380,720,NA,60,140,200,200,480,490,580,370,110,2432,7980,12330,20310,20310,31694,42384,34024,22835,20001,171248,88.8,2240,15200,"Proportion of abortions had by each age-group based on supplemental data from state Department of Health."," 1 Mar 2021"
"DC",2013,17.4,62.6,70.7,67.5,69.7,113.5,74.5,113.6,97.5,34.3,40,490,860,1340,1390,3430,3260,4130,2350,700,NA,60,120,180,190,470,470,640,370,110,2486,7777,12105,19882,19882,30185,43794,36376,24075,20434,174746,87.3,2230,15250,""," 1 Mar 2021"
"DC",2014,7.9,51,63.8,58.7,59.7,120,78,110.1,99.7,34.1,20,400,750,1140,1170,3550,3440,4160,2560,710,NA,50,100,160,160,480,490,650,400,110,2537,7789,11718,19507,19507,29631,44055,37818,25668,20752,177431,87.8,2280,15590,""," 1 Mar 2021"
"DC",2015,5.6,36.1,55.4,47.7,48.5,106.3,78.1,106.9,97.9,33,10,280,650,930,940,3190,3470,4190,2680,690,NA,40,90,130,130,440,490,650,430,110,2616,7736,11717,19453,19453,29989,44423,39235,27365,20788,181253,83.6,2250,15160,""," 1 Mar 2021"
"DC",2016,5.1,33.2,48.6,42.3,43,95.6,75.8,106.2,99.2,35.2,10,260,550,810,820,2810,3410,4320,2890,730,NA,40,80,120,120,400,500,670,460,110,2566,7767,11319,19086,19086,29393,45007,40618,29129,20754,183987,81.4,2260,14980,"Proportion of abortions had by each age-group based on supplemental data from state Department of Health."," 1 Mar 2021"
"DC",2017,8.7,35.3,55.5,47.3,48.4,102.9,82.5,105.4,98.2,36.1,20,280,630,910,930,3000,3730,4380,3000,770,NA,40,80,120,120,400,520,670,470,120,2483,7824,11397,19221,19221,29119,45176,41549,30529,21224,186818,84.6,2310,15800,"Proportion of abortions had by 15-17-year-olds and 18-19-year-olds based on supplemental data from state Department of Health."," 1 Mar 2021"
"DE",1988,27.4,86.3,154.5,117.6,122,179.7,170.1,110.1,39.1,8.2,110,1130,1720,2850,2960,5110,5190,3100,980,180,10,150,230,380,390,720,780,470,140,20,3892,13106,11151,24257,24257,28441,30520,28146,24985,21828,158177,110.7,2540,17510,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of MD, NC, VA)"," 1 Mar 2021"
"DE",1992,26.4,84.9,164.9,118.2,123.5,175.3,174.3,117.6,44.3,9.7,110,1070,1480,2550,2660,4940,5060,3680,1280,240,20,150,200,350,360,690,760,560,190,30,4317,12577,8980,21557,21557,28176,29062,31277,28916,25230,164218,108.8,2590,17870,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of MD, NC, VA)"," 1 Mar 2021"
"DE",1996,18.5,64.7,126.6,90.7,94.4,157.4,139.4,113.7,44.5,9.5,90,930,1320,2250,2340,3770,4090,3530,1450,270,10,140,190,330,340,550,620,550,220,40,4943,14391,10414,24805,24805,23946,29333,31038,32675,28696,170493,90.6,2330,15450,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of MD, NC, VA)"," 1 Mar 2021"
"DE",2000,15.2,60.9,130.3,91.7,94.6,178.5,173.5,126,53.5,11.2,80,940,1610,2550,2630,4700,4450,3680,1760,360,10,130,230,350,360,670,670,580,270,50,5335,15453,12322,27775,27775,26349,25643,29178,32823,32145,173913,101,2600,17570,""," 1 Mar 2021"
"DE",2005,8.7,44.3,117.5,75.4,77,177.7,168.7,145.1,64.9,13.3,50,780,1520,2300,2350,5150,4760,3850,1970,450,NA,110,220,320,330,730,720,600,300,70,5807,17602,12962,30564,30564,28981,28209,26507,30361,33778,178400,103.8,2740,18530,""," 1 Mar 2021"
"DE",2006,13.1,47,124.7,79.8,82.2,189.9,178.3,153.8,69.5,13.9,70,850,1640,2480,2560,5540,5240,3980,2100,460,NA,110,230,340,350,780,770,610,320,70,5697,18004,13127,31131,31131,29200,29359,25851,30238,33396,179175,111,2900,19880,""," 1 Mar 2021"
"DE",2007,9.7,51,130.2,84.7,86.5,201.8,185.9,161.9,70.4,16,60,930,1760,2690,2740,5980,5510,4170,2110,530,NA,120,240,360,360,830,800,630,320,80,5855,18207,13512,31719,31719,29638,29625,25760,29927,33110,179779,117,3020,21040,""," 1 Mar 2021"
"DE",2008,13.4,49.6,124.1,81.9,84.2,189.7,194.7,149.4,73.6,14.6,70,910,1740,2640,2720,5710,5730,3930,2160,470,NA,120,240,350,360,790,840,600,320,70,5598,18261,14016,32277,32277,30126,29408,26292,29364,32519,179986,115.1,2980,20720,""," 1 Mar 2021"
"DE",2009,7.9,40.1,106.1,69.1,70.5,176.8,190.5,149,70.3,20.7,40,720,1510,2230,2270,5430,5490,4060,2030,650,NA,90,210,300,310,750,800,610,300,90,5507,18080,14203,32283,32283,30689,28823,27255,28938,31622,179610,111,2860,19940,"Proportion of abortions had by each age-group based on supplemental data from state Department of Health."," 1 Mar 2021"
"DE",2010,8.2,39.9,103.6,67.9,69.3,166,186.7,149.6,72.9,17.3,50,710,1440,2150,2200,5240,5400,4130,2050,540,NA,90,190,280,290,720,790,620,300,80,5560,17759,13925,31684,31684,31552,28939,27618,28058,31283,179134,109.2,2810,19560,""," 1 Mar 2021"
"DE",2011,8.5,32.8,94.5,59.9,61.4,151.9,180,145,71.8,16.5,50,570,1290,1850,1900,4940,5240,4130,1950,510,NA,70,180,250,260,690,780,630,300,70,5536,17335,13610,30945,30945,32486,29132,28492,27087,31096,179238,104.2,2720,18670,""," 1 Mar 2021"
"DE",2012,6.7,26,77,48.6,49.8,139.8,168.1,144.1,71.6,15.4,40,440,1040,1470,1510,4610,4930,4200,1910,470,NA,60,150,200,210,650,740,650,290,70,5592,16898,13446,30344,30344,32993,29345,29105,26683,30560,179030,98.5,2610,17640,""," 1 Mar 2021"
